rel_path	frames	fps	first_freeze_s	frozen_frac	noisy_frac	lap_med	lap_max	flag
kanu/OpenDrawer/left/s2/j2/n0/base	98	20.0		0.0	0.0	613.0	947.0	OK
kanu/OpenDrawer/left/s2/j2/n1/base	85	20.0		0.0	0.0	616.0	950.0	OK
kanu/OpenDrawer/left/s2/j2/n2/base	103	20.0		0.0	0.0	614.0	958.0	OK
kanu/OpenDrawer/left/s2/j2/n3/base	93	20.0		0.0	0.0	615.0	966.0	OK
kanu/OpenDrawer/left/s2/j2/n4/base	90	20.0		0.0	0.0	606.0	948.0	OK
kanu/OpenDrawer/left/s2/j2/n5/base	88	20.0		0.0	0.0	614.0	971.0	OK
kanu/OpenDrawer/left/s2/j2/n6/base	360	20.0		0.0	0.0	687.0	977.0	OK
kanu/OpenDrawer/left/s2/j2/n7/base	360	20.0		0.0	0.0	647.0	988.0	OK
kanu/OpenDrawer/left/s2/j2/n8/base	360	20.0		0.0	0.0	649.0	961.0	OK
kanu/OpenDrawer/left/s2/j2/n9/base	360	20.0		0.0	0.0	672.0	968.0	OK
kanu/OpenDrawer/left/s2/j3/n0/base	103	20.0		0.0	0.0	580.0	966.0	OK
kanu/OpenDrawer/left/s2/j3/n1/base	98	20.0		0.0	0.0	579.0	958.0	OK
kanu/OpenDrawer/left/s2/j3/n2/base	93	20.0		0.0	0.0	579.0	952.0	OK
kanu/OpenDrawer/left/s2/j3/n3/base	95	20.0		0.0	0.0	584.0	951.0	OK
kanu/OpenDrawer/left/s2/j3/n4/base	93	20.0		0.0	0.0	579.0	972.0	OK
kanu/OpenDrawer/left/s2/j3/n5/base	88	20.0		0.0	0.0	584.0	969.0	OK
kanu/OpenDrawer/left/s2/j3/n6/base	360	20.0		0.0	0.0	676.0	967.0	OK
kanu/OpenDrawer/left/s2/j3/n7/base	360	20.0		0.0	0.0	649.0	973.0	OK
kanu/OpenDrawer/left/s2/j3/n8/base	360	20.0		0.0	0.0	637.0	996.0	OK
kanu/OpenDrawer/left/s2/j3/n9/base	360	20.0		0.0	0.0	650.0	985.0	OK
kanu/OpenDrawer/left/s2/j4/n0/base	93	20.0		0.0	0.0	594.0	950.0	OK
kanu/OpenDrawer/left/s2/j4/n1/base	93	20.0		0.0	0.0	590.0	938.0	OK
kanu/OpenDrawer/left/s2/j4/n2/base	88	20.0		0.0	0.0	588.0	945.0	OK
kanu/OpenDrawer/left/s2/j4/n3/base	93	20.0		0.0	0.0	592.0	934.0	OK
kanu/OpenDrawer/left/s2/j4/n4/base	90	20.0		0.0	0.0	588.0	927.0	OK
kanu/OpenDrawer/left/s2/j4/n5/base	83	20.0		0.0	0.0	590.0	944.0	OK
kanu/OpenDrawer/left/s2/j4/n6/base	85	20.0		0.012	0.0	588.0	935.0	OK
kanu/OpenDrawer/left/s2/j4/n7/base	360	20.0		0.0	0.0	642.0	956.0	OK
kanu/OpenDrawer/left/s2/j4/n8/base	80	20.0		0.0	0.0	588.0	966.0	OK
kanu/OpenDrawer/left/s2/j4/n9/base	360	20.0		0.0	0.0	653.0	954.0	OK
kanu/OpenDrawer/right/s0/j0/n0/base	145	20.0		0.0	0.0	713.0	1008.0	OK
kanu/OpenDrawer/right/s0/j0/n1/base	125	20.0		0.0	0.0	734.0	1006.0	OK
kanu/OpenDrawer/right/s0/j0/n2/base	123	20.0		0.0	0.0	727.0	1006.0	OK
kanu/OpenDrawer/right/s0/j0/n3/base	208	20.0		0.0	0.0	630.0	1010.0	OK
kanu/OpenDrawer/right/s0/j0/n4/base	198	20.0		0.0	0.0	621.0	1010.0	OK
kanu/OpenDrawer/right/s0/j0/n5/base	133	20.0		0.0	0.0	663.0	1010.0	OK
kanu/OpenDrawer/right/s0/j0/n6/base	210	20.0		0.0	0.0	639.0	1003.0	OK
kanu/OpenDrawer/right/s0/j0/n7/base	175	20.0		0.0	0.0	635.0	1004.0	OK
kanu/OpenDrawer/right/s0/j0/n8/base	125	20.0		0.0	0.0	742.0	1003.0	OK
kanu/OpenDrawer/right/s0/j0/n9/base	133	20.0		0.0	0.0	717.0	1005.0	OK
kanu/OpenDrawer/right/s0/j1/n0/base	120	20.0		0.0	0.0	751.0	950.0	OK
kanu/OpenDrawer/right/s0/j1/n1/base	118	20.0		0.0	0.0	756.0	946.0	OK
kanu/OpenDrawer/right/s0/j1/n2/base	135	20.0		0.0	0.0	722.0	945.0	OK
kanu/OpenDrawer/right/s0/j1/n3/base	125	20.0		0.0	0.0	732.0	954.0	OK
kanu/OpenDrawer/right/s0/j1/n4/base	133	20.0		0.0	0.0	731.0	964.0	OK
kanu/OpenDrawer/right/s0/j1/n5/base	138	20.0		0.0	0.0	749.0	953.0	OK
kanu/OpenDrawer/right/s0/j1/n6/base	133	20.0		0.0	0.0	737.0	946.0	OK
kanu/OpenDrawer/right/s0/j1/n7/base	143	20.0		0.0	0.0	727.0	947.0	OK
kanu/OpenDrawer/right/s0/j1/n8/base	135	20.0		0.0	0.0	736.0	949.0	OK
kanu/OpenDrawer/right/s0/j1/n9/base	135	20.0		0.0	0.0	736.0	949.0	OK
kanu/OpenDrawer/right/s0/j2/n0/base	110	20.0		0.0	0.0	731.0	941.0	OK
kanu/OpenDrawer/right/s0/j2/n1/base	105	20.0		0.0	0.0	739.0	938.0	OK
kanu/OpenDrawer/right/s0/j2/n2/base	103	20.0		0.0	0.0	738.0	945.0	OK
kanu/OpenDrawer/right/s0/j2/n3/base	100	20.0		0.0	0.0	737.0	940.0	OK
kanu/OpenDrawer/right/s0/j2/n4/base	98	20.0		0.0	0.0	760.0	933.0	OK
kanu/OpenDrawer/right/s0/j2/n5/base	118	20.0		0.0	0.0	731.0	935.0	OK
kanu/OpenDrawer/right/s0/j2/n6/base	158	20.0		0.0	0.0	650.0	942.0	OK
kanu/OpenDrawer/right/s0/j2/n7/base	128	20.0		0.0	0.0	724.0	938.0	OK
kanu/OpenDrawer/right/s0/j2/n8/base	145	20.0		0.0	0.0	709.0	942.0	OK
kanu/OpenDrawer/right/s0/j2/n9/base	145	20.0		0.0	0.0	713.0	944.0	OK
kanu/OpenDrawer/right/s0/j3/n0/base	360	20.0		0.0	0.0	655.0	1010.0	OK
kanu/OpenDrawer/right/s0/j3/n1/base	308	20.0		0.0	0.0	648.0	1026.0	OK
kanu/OpenDrawer/right/s0/j3/n2/base	128	20.0		0.0	0.0	820.0	1018.0	OK
kanu/OpenDrawer/right/s0/j3/n3/base	110	20.0		0.0	0.0	874.0	1010.0	OK
kanu/OpenDrawer/right/s0/j3/n4/base	360	20.0		0.0	0.0	646.0	1015.0	OK
kanu/OpenDrawer/right/s0/j3/n5/base	133	20.0		0.0	0.0	807.0	1039.0	OK
kanu/OpenDrawer/right/s0/j3/n6/base	128	20.0		0.0	0.0	813.0	1016.0	OK
kanu/OpenDrawer/right/s0/j3/n7/base	128	20.0		0.0	0.0	814.0	1015.0	OK
kanu/OpenDrawer/right/s0/j3/n8/base	140	20.0		0.0	0.0	778.0	1021.0	OK
kanu/OpenDrawer/right/s0/j3/n9/base	138	20.0		0.0	0.0	772.0	1020.0	OK
kanu/OpenDrawer/right/s0/j4/n0/base	153	20.0		0.0	0.0	726.0	924.0	OK
kanu/OpenDrawer/right/s0/j4/n1/base	143	20.0		0.0	0.0	728.0	922.0	OK
kanu/OpenDrawer/right/s0/j4/n2/base	143	20.0		0.0	0.0	721.0	928.0	OK
kanu/OpenDrawer/right/s0/j4/n3/base	135	20.0		0.0	0.0	717.0	917.0	OK
kanu/OpenDrawer/right/s0/j4/n4/base	133	20.0		0.0	0.0	720.0	932.0	OK
kanu/OpenDrawer/right/s0/j4/n5/base	145	20.0		0.0	0.0	726.0	935.0	OK
kanu/OpenDrawer/right/s0/j4/n6/base	140	20.0		0.0	0.0	730.0	930.0	OK
kanu/OpenDrawer/right/s0/j4/n7/base	145	20.0		0.0	0.0	717.0	933.0	OK
kanu/OpenDrawer/right/s0/j4/n8/base	150	20.0		0.0	0.0	709.0	927.0	OK
kanu/OpenDrawer/right/s0/j4/n9/base	360	20.0		0.0	0.0	659.0	949.0	OK
kanu/OpenDrawer/right/s1/j0/n0/base	360	20.0		0.0	0.0	886.0	1704.0	OK
kanu/OpenDrawer/right/s1/j0/n1/base	203	20.0		0.0	0.0	888.0	1626.0	OK
kanu/OpenDrawer/right/s1/j0/n2/base	128	20.0		0.0	0.0	1014.0	1640.0	OK
kanu/OpenDrawer/right/s1/j0/n3/base	108	20.0		0.0	0.0	1024.0	1615.0	OK
kanu/OpenDrawer/right/s1/j0/n4/base	108	20.0		0.0	0.0	1014.0	1612.0	OK
kanu/OpenDrawer/right/s1/j0/n5/base	145	20.0		0.0	0.0	954.0	1596.0	OK
kanu/OpenDrawer/right/s1/j0/n6/base	360	20.0		0.0	0.0	886.0	1635.0	OK
kanu/OpenDrawer/right/s1/j0/n7/base	138	20.0		0.0	0.0	1054.0	1628.0	OK
kanu/OpenDrawer/right/s1/j0/n8/base	168	20.0		0.0	0.0	886.0	1611.0	OK
kanu/OpenDrawer/right/s1/j0/n9/base	360	20.0		0.0	0.0	884.0	1596.0	OK
kanu/OpenDrawer/right/s1/j1/n0/base	360	20.0		0.0	0.0	911.0	1712.0	OK
kanu/OpenDrawer/right/s1/j1/n1/base	360	20.0		0.0	0.0	906.0	1683.0	OK
kanu/OpenDrawer/right/s1/j1/n2/base	360	20.0		0.0	0.0	953.0	1667.0	OK
kanu/OpenDrawer/right/s1/j1/n3/base	360	20.0		0.0	0.0	1087.0	1658.0	OK
kanu/OpenDrawer/right/s1/j1/n4/base	360	20.0		0.0	0.0	986.0	1655.0	OK
kanu/OpenDrawer/right/s1/j1/n5/base	360	20.0		0.0	0.0	900.0	1660.0	OK
kanu/OpenDrawer/right/s1/j1/n6/base	360	20.0		0.0	0.0	913.0	1650.0	OK
kanu/OpenDrawer/right/s1/j1/n7/base	360	20.0		0.0	0.0	913.0	1657.0	OK
kanu/OpenDrawer/right/s1/j1/n8/base	360	20.0		0.0	0.0	912.0	1668.0	OK
kanu/OpenDrawer/right/s1/j1/n9/base	360	20.0		0.0	0.0	927.0	1655.0	OK
kanu/OpenDrawer/right/s1/j2/n0/base	360	20.0		0.0	0.0	989.0	1811.0	OK
kanu/OpenDrawer/right/s1/j2/n1/base	360	20.0		0.0	0.0	998.0	1816.0	OK
kanu/OpenDrawer/right/s1/j2/n2/base	360	20.0		0.0	0.0	1007.0	1813.0	OK
kanu/OpenDrawer/right/s1/j2/n3/base	360	20.0		0.0	0.0	1013.0	1805.0	OK
kanu/OpenDrawer/right/s1/j2/n4/base	360	20.0		0.0	0.0	987.0	1812.0	OK
kanu/OpenDrawer/right/s1/j2/n5/base	360	20.0		0.0	0.0	992.0	1820.0	OK
kanu/OpenDrawer/right/s1/j2/n6/base	360	20.0		0.0	0.0	1011.0	1818.0	OK
kanu/OpenDrawer/right/s1/j2/n7/base	360	20.0		0.0	0.0	1006.0	1822.0	OK
kanu/OpenDrawer/right/s1/j2/n8/base	360	20.0		0.0	0.0	996.0	1826.0	OK
kanu/OpenDrawer/right/s1/j2/n9/base	360	20.0		0.0	0.0	1013.0	1833.0	OK
kanu/OpenDrawer/right/s1/j3/n0/base	360	20.0		0.0	0.0	939.0	1736.0	OK
kanu/OpenDrawer/right/s1/j3/n1/base	360	20.0		0.0	0.0	917.0	1675.0	OK
kanu/OpenDrawer/right/s1/j3/n2/base	360	20.0		0.0	0.0	946.0	1688.0	OK
kanu/OpenDrawer/right/s1/j3/n3/base	360	20.0		0.0	0.0	925.0	1689.0	OK
kanu/OpenDrawer/right/s1/j3/n4/base	360	20.0		0.003	0.0	954.0	1693.0	OK
kanu/OpenDrawer/right/s1/j3/n5/base	360	20.0		0.0	0.0	938.0	1689.0	OK
kanu/OpenDrawer/right/s1/j3/n6/base	360	20.0		0.0	0.0	916.0	1690.0	OK
kanu/OpenDrawer/right/s1/j3/n7/base	360	20.0		0.0	0.0	906.0	1684.0	OK
kanu/OpenDrawer/right/s1/j3/n8/base	360	20.0		0.0	0.0	942.0	1688.0	OK
kanu/OpenDrawer/right/s1/j3/n9/base	360	20.0		0.0	0.0	946.0	1685.0	OK
kanu/OpenDrawer/right/s1/j4/n0/base	360	20.0		0.0	0.0	994.0	1823.0	OK
kanu/OpenDrawer/right/s1/j4/n1/base	360	20.0		0.0	0.0	996.0	1821.0	OK
kanu/OpenDrawer/right/s1/j4/n2/base	133	20.0		0.0	0.0	1075.0	1822.0	OK
kanu/OpenDrawer/right/s1/j4/n3/base	360	20.0		0.0	0.0	1002.0	1820.0	OK
kanu/OpenDrawer/right/s1/j4/n4/base	108	20.0		0.0	0.0	1110.0	1822.0	OK
kanu/OpenDrawer/right/s1/j4/n5/base	360	20.0		0.0	0.0	1054.0	1830.0	OK
kanu/OpenDrawer/right/s1/j4/n6/base	360	20.0		0.0	0.0	1055.0	1826.0	OK
kanu/OpenDrawer/right/s1/j4/n7/base	360	20.0		0.0	0.0	1040.0	1823.0	OK
kanu/OpenDrawer/right/s1/j4/n8/base	360	20.0		0.0	0.0	1011.0	1837.0	OK
kanu/OpenDrawer/right/s1/j4/n9/base	360	20.0		0.0	0.0	1036.0	1835.0	OK
kanu/OpenDrawer/right/s2/j0/n0/base	110	20.0		0.0	0.0	516.0	866.0	OK
kanu/OpenDrawer/right/s2/j0/n1/base	108	20.0		0.0	0.0	510.0	831.0	OK
kanu/OpenDrawer/right/s2/j0/n2/base	105	20.0		0.0	0.0	511.0	842.0	OK
kanu/OpenDrawer/right/s2/j0/n3/base	105	20.0		0.0	0.0	510.0	867.0	OK
kanu/OpenDrawer/right/s2/j0/n4/base	360	20.0		0.0	0.0	480.0	831.0	OK
kanu/OpenDrawer/right/s2/j0/n5/base	360	20.0		0.0	0.0	485.0	832.0	OK
kanu/OpenDrawer/right/s2/j0/n6/base	360	20.0		0.0	0.0	505.0	840.0	OK
kanu/OpenDrawer/right/s2/j0/n7/base	360	20.0		0.0	0.0	491.0	827.0	OK
kanu/OpenDrawer/right/s2/j0/n8/base	170	20.0		0.0	0.0	421.0	837.0	OK
kanu/OpenDrawer/right/s2/j0/n9/base	123	20.0		0.0	0.0	517.0	852.0	OK
kanu/OpenDrawer/right/s2/j1/n0/base	138	20.0		0.0	0.0	510.0	822.0	OK
kanu/OpenDrawer/right/s2/j1/n1/base	135	20.0		0.0	0.0	508.0	808.0	OK
kanu/OpenDrawer/right/s2/j1/n2/base	110	20.0		0.0	0.0	526.0	848.0	OK
kanu/OpenDrawer/right/s2/j1/n3/base	120	20.0		0.0	0.0	518.0	811.0	OK
kanu/OpenDrawer/right/s2/j1/n4/base	128	20.0		0.0	0.0	496.0	779.0	OK
kanu/OpenDrawer/right/s2/j1/n5/base	125	20.0		0.0	0.0	517.0	780.0	OK
kanu/OpenDrawer/right/s2/j1/n6/base	125	20.0		0.0	0.0	525.0	805.0	OK
kanu/OpenDrawer/right/s2/j1/n7/base	123	20.0		0.0	0.0	541.0	804.0	OK
kanu/OpenDrawer/right/s2/j1/n8/base	125	20.0		0.0	0.0	538.0	793.0	OK
kanu/OpenDrawer/right/s2/j1/n9/base	130	20.0		0.0	0.0	531.0	785.0	OK
kanu/OpenDrawer/right/s2/j2/n0/base	143	20.0		0.0	0.0	512.0	773.0	OK
kanu/OpenDrawer/right/s2/j2/n1/base	140	20.0		0.0	0.0	518.0	785.0	OK
kanu/OpenDrawer/right/s2/j2/n2/base	138	20.0		0.0	0.0	515.0	769.0	OK
kanu/OpenDrawer/right/s2/j2/n3/base	133	20.0		0.0	0.0	508.0	754.0	OK
kanu/OpenDrawer/right/s2/j2/n4/base	133	20.0		0.0	0.0	528.0	759.0	OK
kanu/OpenDrawer/right/s2/j2/n5/base	158	20.0		0.0	0.0	506.0	773.0	OK
kanu/OpenDrawer/right/s2/j2/n6/base	150	20.0		0.0	0.0	516.0	764.0	OK
kanu/OpenDrawer/right/s2/j2/n7/base	158	20.0		0.0	0.0	501.0	762.0	OK
kanu/OpenDrawer/right/s2/j2/n8/base	158	20.0		0.0	0.0	538.0	759.0	OK
kanu/OpenDrawer/right/s2/j2/n9/base	155	20.0		0.0	0.0	545.0	784.0	OK
kanu/OpenDrawer/right/s2/j3/n0/base	143	20.0		0.0	0.0	516.0	795.0	OK
kanu/OpenDrawer/right/s2/j3/n1/base	173	20.0		0.0	0.0	471.0	772.0	OK
kanu/OpenDrawer/right/s2/j3/n2/base	135	20.0		0.0	0.0	520.0	775.0	OK
kanu/OpenDrawer/right/s2/j3/n3/base	133	20.0		0.0	0.0	517.0	765.0	OK
kanu/OpenDrawer/right/s2/j3/n4/base	160	20.0		0.0	0.0	489.0	753.0	OK
kanu/OpenDrawer/right/s2/j3/n5/base	170	20.0		0.0	0.0	485.0	764.0	OK
kanu/OpenDrawer/right/s2/j3/n6/base	150	20.0		0.0	0.0	531.0	768.0	OK
kanu/OpenDrawer/right/s2/j3/n7/base	153	20.0		0.0	0.0	510.0	768.0	OK
kanu/OpenDrawer/right/s2/j3/n8/base	165	20.0		0.0	0.0	520.0	777.0	OK
kanu/OpenDrawer/right/s2/j3/n9/base	163	20.0		0.0	0.0	522.0	789.0	OK
kanu/OpenDrawer/right/s2/j4/n0/base	140	20.0		0.0	0.0	519.0	803.0	OK
kanu/OpenDrawer/right/s2/j4/n1/base	130	20.0		0.0	0.0	525.0	796.0	OK
kanu/OpenDrawer/right/s2/j4/n2/base	128	20.0		0.0	0.0	524.0	790.0	OK
kanu/OpenDrawer/right/s2/j4/n3/base	123	20.0		0.0	0.0	527.0	805.0	OK
kanu/OpenDrawer/right/s2/j4/n4/base	128	20.0		0.0	0.0	521.0	789.0	OK
kanu/OpenDrawer/right/s2/j4/n5/base	130	20.0		0.0	0.0	528.0	785.0	OK
kanu/OpenDrawer/right/s2/j4/n6/base	155	20.0		0.0	0.0	477.0	767.0	OK
kanu/OpenDrawer/right/s2/j4/n7/base	128	20.0		0.0	0.0	533.0	788.0	OK
kanu/OpenDrawer/right/s2/j4/n8/base	123	20.0		0.0	0.0	555.0	819.0	OK
kanu/OpenDrawer/right/s2/j4/n9/base	130	20.0		0.0	0.0	551.0	833.0	OK
worker1/DishwasherRack/out-left/s0/j0/n0/base	360	20.0		0.0	0.0	1055.0	1494.0	OK
worker1/DishwasherRack/out-left/s0/j0/n1/base	360	20.0		0.0	0.0	879.0	1451.0	OK
worker1/DishwasherRack/out-left/s0/j0/n2/base	360	20.0		0.0	0.0	979.0	1567.0	OK
worker1/DishwasherRack/out-left/s0/j0/n3/base	360	20.0		0.0	0.0	878.0	1577.0	OK
worker1/DishwasherRack/out-left/s0/j0/n4/base	360	20.0		0.0	0.0	875.0	1570.0	OK
worker1/DishwasherRack/out-left/s0/j0/n5/base	360	20.0		0.0	0.0	872.0	1515.0	OK
worker1/DishwasherRack/out-left/s0/j0/n6/base	360	20.0		0.0	0.0	911.0	1535.0	OK
worker1/DishwasherRack/out-left/s0/j0/n7/base	360	20.0		0.0	0.0	875.0	1478.0	OK
worker1/DishwasherRack/out-left/s0/j0/n8/base	360	20.0		0.0	0.0	1066.0	1389.0	OK
worker1/DishwasherRack/out-left/s0/j0/n9/base	360	20.0		0.0	0.0	868.0	1429.0	OK
worker1/DishwasherRack/out-left/s0/j1/n0/base	360	20.0		0.0	0.0	1046.0	1561.0	OK
worker1/DishwasherRack/out-left/s0/j1/n1/base	360	20.0		0.0	0.0	1043.0	1537.0	OK
worker1/DishwasherRack/out-left/s0/j1/n2/base	360	20.0		0.0	0.0	1047.0	1574.0	OK
worker1/DishwasherRack/out-left/s0/j1/n3/base	360	20.0		0.0	0.0	1052.0	1514.0	OK
worker1/DishwasherRack/out-left/s0/j1/n4/base	360	20.0		0.0	0.0	882.0	1569.0	OK
worker1/DishwasherRack/out-left/s0/j1/n5/base	360	20.0		0.0	0.0	884.0	1543.0	OK
worker1/DishwasherRack/out-left/s0/j1/n6/base	360	20.0		0.0	0.0	1062.0	1524.0	OK
worker1/DishwasherRack/out-left/s0/j1/n7/base	360	20.0		0.0	0.0	1042.0	1512.0	OK
worker1/DishwasherRack/out-left/s0/j1/n8/base	360	20.0		0.0	0.0	876.0	1536.0	OK
worker1/DishwasherRack/out-left/s0/j1/n9/base	360	20.0		0.0	0.0	1069.0	1498.0	OK
worker1/DishwasherRack/out-left/s0/j2/n0/base	360	20.0		0.0	0.0	1079.0	1518.0	OK
worker1/DishwasherRack/out-left/s0/j2/n1/base	360	20.0		0.0	0.0	1076.0	1554.0	OK
worker1/DishwasherRack/out-left/s0/j2/n2/base	360	20.0		0.0	0.0	1065.0	1518.0	OK
worker1/DishwasherRack/out-left/s0/j2/n3/base	360	20.0		0.0	0.0	882.0	1537.0	OK
worker1/DishwasherRack/out-left/s0/j2/n4/base	360	20.0		0.0	0.0	906.0	1531.0	OK
worker1/DishwasherRack/out-left/s0/j2/n5/base	360	20.0		0.0	0.0	879.0	1545.0	OK
worker1/DishwasherRack/out-left/s0/j2/n6/base	360	20.0		0.0	0.0	875.0	1529.0	OK
worker1/DishwasherRack/out-left/s0/j2/n7/base	360	20.0		0.0	0.0	870.0	1544.0	OK
worker1/DishwasherRack/out-left/s0/j2/n8/base	360	20.0		0.0	0.0	1057.0	1492.0	OK
worker1/DishwasherRack/out-left/s0/j2/n9/base	360	20.0		0.0	0.0	1052.0	1482.0	OK
worker1/DishwasherRack/out-left/s0/j3/n0/base	360	20.0		0.0	0.0	998.0	1533.0	OK
worker1/DishwasherRack/out-left/s0/j3/n1/base	360	20.0		0.0	0.0	1034.0	1582.0	OK
worker1/DishwasherRack/out-left/s0/j3/n2/base	360	20.0		0.0	0.0	974.0	1564.0	OK
worker1/DishwasherRack/out-left/s0/j3/n3/base	360	20.0		0.0	0.0	1034.0	1545.0	OK
worker1/DishwasherRack/out-left/s0/j3/n4/base	360	20.0		0.0	0.0	912.0	1561.0	OK
worker1/DishwasherRack/out-left/s0/j3/n5/base	360	20.0		0.0	0.0	956.0	1567.0	OK
worker1/DishwasherRack/out-left/s0/j3/n6/base	360	20.0		0.0	0.0	984.0	1559.0	OK
worker1/DishwasherRack/out-left/s0/j3/n7/base	360	20.0		0.0	0.0	906.0	1556.0	OK
worker1/DishwasherRack/out-left/s0/j3/n8/base	360	20.0		0.0	0.0	944.0	1537.0	OK
worker1/DishwasherRack/out-left/s0/j3/n9/base	360	20.0		0.0	0.0	1025.0	1539.0	OK
worker1/DishwasherRack/out-left/s0/j4/n0/base	360	20.0		0.0	0.0	1056.0	1573.0	OK
worker1/DishwasherRack/out-left/s0/j4/n1/base	360	20.0		0.0	0.0	982.0	1580.0	OK
worker1/DishwasherRack/out-left/s0/j4/n2/base	360	20.0		0.0	0.0	964.0	1581.0	OK
worker1/DishwasherRack/out-left/s0/j4/n3/base	360	20.0		0.0	0.0	1009.0	1584.0	OK
worker1/DishwasherRack/out-left/s0/j4/n4/base	360	20.0		0.0	0.0	1001.0	1577.0	OK
worker1/DishwasherRack/out-left/s0/j4/n5/base	360	20.0		0.0	0.0	1042.0	1589.0	OK
worker1/DishwasherRack/out-left/s0/j4/n6/base	360	20.0		0.0	0.0	1018.0	1577.0	OK
worker1/DishwasherRack/out-left/s0/j4/n7/base	360	20.0		0.0	0.0	1057.0	1570.0	OK
worker1/DishwasherRack/out-left/s0/j4/n8/base	360	20.0		0.0	0.0	980.0	1536.0	OK
worker1/DishwasherRack/out-left/s0/j4/n9/base	360	20.0		0.0	0.0	1049.0	1586.0	OK
worker1/DishwasherRack/out-left/s1/j0/n0/base	78	20.0		0.0	0.0	1338.0	1555.0	OK
worker1/DishwasherRack/out-left/s1/j0/n1/base	113	20.0		0.0	0.0	1420.0	1761.0	OK
worker1/DishwasherRack/out-left/s1/j0/n2/base	98	20.0		0.0	0.0	1349.0	1647.0	OK
worker1/DishwasherRack/out-left/s1/j0/n3/base	93	20.0		0.0	0.0	1406.0	1673.0	OK
worker1/DishwasherRack/out-left/s1/j0/n4/base	90	20.0		0.0	0.0	1378.0	1641.0	OK
worker1/DishwasherRack/out-left/s1/j0/n5/base	88	20.0		0.0	0.0	1370.0	1586.0	OK
worker1/DishwasherRack/out-left/s1/j0/n6/base	83	20.0		0.0	0.0	1366.0	1571.0	OK
worker1/DishwasherRack/out-left/s1/j0/n7/base	80	20.0		0.0	0.0	1327.0	1515.0	OK
worker1/DishwasherRack/out-left/s1/j0/n8/base	78	20.0		0.0	0.0	1357.0	1541.0	OK
worker1/DishwasherRack/out-left/s1/j0/n9/base	83	20.0		0.0	0.0	1374.0	1582.0	OK
worker1/DishwasherRack/out-left/s1/j1/n0/base	103	20.0		0.0	0.0	1473.0	1843.0	OK
worker1/DishwasherRack/out-left/s1/j1/n1/base	175	20.0		0.0	0.0	1666.0	1996.0	OK
worker1/DishwasherRack/out-left/s1/j1/n2/base	100	20.0		0.0	0.0	1503.0	1899.0	OK
worker1/DishwasherRack/out-left/s1/j1/n3/base	113	20.0		0.0	0.0	1488.0	1837.0	OK
worker1/DishwasherRack/out-left/s1/j1/n4/base	93	20.0		0.0	0.0	1451.0	1755.0	OK
worker1/DishwasherRack/out-left/s1/j1/n5/base	88	20.0		0.0	0.0	1483.0	1738.0	OK
worker1/DishwasherRack/out-left/s1/j1/n6/base	90	20.0		0.0	0.0	1436.0	1726.0	OK
worker1/DishwasherRack/out-left/s1/j1/n7/base	88	20.0		0.0	0.0	1432.0	1689.0	OK
worker1/DishwasherRack/out-left/s1/j1/n8/base	88	20.0		0.0	0.0	1436.0	1651.0	OK
worker1/DishwasherRack/out-left/s1/j1/n9/base	95	20.0		0.0	0.0	1436.0	1689.0	OK
worker1/DishwasherRack/out-left/s1/j2/n0/base	360	20.0		0.0	0.0	1729.0	2799.0	OK
worker1/DishwasherRack/out-left/s1/j2/n1/base	123	20.0		0.0	0.0	1616.0	1988.0	OK
worker1/DishwasherRack/out-left/s1/j2/n2/base	108	20.0		0.0	0.0	1605.0	1953.0	OK
worker1/DishwasherRack/out-left/s1/j2/n3/base	105	20.0		0.0	0.0	1570.0	1865.0	OK
worker1/DishwasherRack/out-left/s1/j2/n4/base	105	20.0		0.0	0.0	1540.0	1822.0	OK
worker1/DishwasherRack/out-left/s1/j2/n5/base	120	20.0		0.0	0.0	1532.0	1977.0	OK
worker1/DishwasherRack/out-left/s1/j2/n6/base	360	20.0		0.0	0.0	1546.0	2539.0	OK
worker1/DishwasherRack/out-left/s1/j2/n7/base	360	20.0		0.0	0.0	1611.0	2689.0	OK
worker1/DishwasherRack/out-left/s1/j2/n8/base	360	20.0		0.0	0.0	1552.0	2416.0	OK
worker1/DishwasherRack/out-left/s1/j2/n9/base	360	20.0		0.0	0.0	1605.0	2386.0	OK
worker1/DishwasherRack/out-left/s1/j3/n0/base	140	20.0		0.0	0.0	1657.0	2099.0	OK
worker1/DishwasherRack/out-left/s1/j3/n1/base	360	20.0		0.0	0.0	1492.0	2237.0	OK
worker1/DishwasherRack/out-left/s1/j3/n2/base	170	20.0		0.0	0.0	1739.0	2095.0	OK
worker1/DishwasherRack/out-left/s1/j3/n3/base	235	20.0		0.0	0.0	1620.0	2064.0	OK
worker1/DishwasherRack/out-left/s1/j3/n4/base	110	20.0		0.0	0.0	1602.0	1950.0	OK
worker1/DishwasherRack/out-left/s1/j3/n5/base	360	20.0		0.0	0.0	1505.0	2039.0	OK
worker1/DishwasherRack/out-left/s1/j3/n6/base	115	20.0		0.0	0.0	1592.0	2003.0	OK
worker1/DishwasherRack/out-left/s1/j3/n7/base	115	20.0		0.0	0.0	1601.0	1990.0	OK
worker1/DishwasherRack/out-left/s1/j3/n8/base	125	20.0		0.0	0.0	1620.0	2053.0	OK
worker1/DishwasherRack/out-left/s1/j3/n9/base	360	20.0		0.0	0.0	1700.0	2595.0	OK
