grid_instruction	slug	machine	scene_idx	jitter_idx	noise_idx	jitter_reset_idx	base_lat	base_back	env_seed	inference_seed	sig	rel_path	pool_succ	pool_fail	tgt_fail	tgt_succ	flag_succ_lt9
PPCC/candle	PPCC_candle	worker2	0	3	0	3	0.0	0.0	100477	1300000	8611f59f00bca03c	77e745c37b0f/worker2/PPCC/candle/s0/j3/n0/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	1	3	0.0	0.0	100477	1300001	ac3f111a11de8900	77e745c37b0f/worker2/PPCC/candle/s0/j3/n1/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	2	3	0.0	0.0	100477	1300002	8a775f2ca7864db9	77e745c37b0f/worker2/PPCC/candle/s0/j3/n2/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	3	3	0.0	0.0	100477	1300003	189280d7102ceca5	77e745c37b0f/worker2/PPCC/candle/s0/j3/n3/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	4	3	0.0	0.0	100477	1300004	ec4bcdea02072f8d	77e745c37b0f/worker2/PPCC/candle/s0/j3/n4/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	5	3	0.0	0.0	100477	1300005	afdd71c1bc0e77a1	77e745c37b0f/worker2/PPCC/candle/s0/j3/n5/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	7	3	0.0	0.0	100477	1300007	138367b926ab04b8	77e745c37b0f/worker2/PPCC/candle/s0/j3/n7/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	8	3	0.0	0.0	100477	1300008	3732ba1ad7764b12	77e745c37b0f/worker2/PPCC/candle/s0/j3/n8/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	0	3	9	3	0.0	0.0	100477	1300009	01a0087972e33721	77e745c37b0f/worker2/PPCC/candle/s0/j3/n9/base	32	8	9	1	0
PPCC/candle	PPCC_candle	worker2	1	0	0	0	0.0	0.0	102074	1300000	070a36317a8d600f	77e745c37b0f/worker2/PPCC/candle/s1/j0/n0/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	0	2	0	0.0	0.0	102074	1300002	cebc1b029a90a50b	77e745c37b0f/worker2/PPCC/candle/s1/j0/n2/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	0	3	0	0.0	0.0	102074	1300003	73e7788500cb1743	77e745c37b0f/worker2/PPCC/candle/s1/j0/n3/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	0	4	0	0.0	0.0	102074	1300004	f2e1865f6776bbc8	77e745c37b0f/worker2/PPCC/candle/s1/j0/n4/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	1	4	1	0.0	0.0	102074	1300004	2966a4263d3ba91e	77e745c37b0f/worker2/PPCC/candle/s1/j1/n4/base	30	10	1	9	0
PPCC/candle	PPCC_candle	worker2	1	2	4	2	0.0	0.0	102074	1300004	a9bb8fd413713630	77e745c37b0f/worker2/PPCC/candle/s1/j2/n4/base	30	10	1	9	0
PPCC/candle	PPCC_candle	worker2	1	3	9	3	0.0	0.0	102074	1300009	26061b7ad48e5531	77e745c37b0f/worker2/PPCC/candle/s1/j3/n9/base	30	10	1	9	0
PPCC/candle	PPCC_candle	worker2	1	4	3	4	0.0	0.0	102074	1300003	005d550650fe941e	77e745c37b0f/worker2/PPCC/candle/s1/j4/n3/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	4	4	4	0.0	0.0	102074	1300004	b37c6a843c0d859e	77e745c37b0f/worker2/PPCC/candle/s1/j4/n4/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	4	7	4	0.0	0.0	102074	1300007	98a67fc3536733e1	77e745c37b0f/worker2/PPCC/candle/s1/j4/n7/base	33	7	4	6	0
PPCC/candle	PPCC_candle	worker2	1	4	9	4	0.0	0.0	102074	1300009	fabcb8ffd3ed5d8f	77e745c37b0f/worker2/PPCC/candle/s1/j4/n9/base	33	7	4	6	0
PPCC/jug	PPCC_jug	worker2	1	0	0	0	0.0	0.0	100192	1300000	f5607060c2ac983d	77e745c37b0f/worker2/PPCC/jug/s1/j0/n0/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	1	0	0.0	0.0	100192	1300001	0dc16d2b969e778c	77e745c37b0f/worker2/PPCC/jug/s1/j0/n1/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	2	0	0.0	0.0	100192	1300002	ce10910a27b415a3	77e745c37b0f/worker2/PPCC/jug/s1/j0/n2/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	3	0	0.0	0.0	100192	1300003	9389ec7d8dfcfdf7	77e745c37b0f/worker2/PPCC/jug/s1/j0/n3/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	4	0	0.0	0.0	100192	1300004	65d2666f3a9b1cf2	77e745c37b0f/worker2/PPCC/jug/s1/j0/n4/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	5	0	0.0	0.0	100192	1300005	8d2bfd2bbbcaa83b	77e745c37b0f/worker2/PPCC/jug/s1/j0/n5/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	6	0	0.0	0.0	100192	1300006	cd5098ebb38fcc87	77e745c37b0f/worker2/PPCC/jug/s1/j0/n6/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	7	0	0.0	0.0	100192	1300007	86fd2f909810739f	77e745c37b0f/worker2/PPCC/jug/s1/j0/n7/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	0	8	0	0.0	0.0	100192	1300008	df69cedf03bebca5	77e745c37b0f/worker2/PPCC/jug/s1/j0/n8/base	14	26	9	1	0
PPCC/jug	PPCC_jug	worker2	1	1	0	1	0.0	0.0	100192	1300000	ae292b02367206c4	77e745c37b0f/worker2/PPCC/jug/s1/j1/n0/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	1	1	0.0	0.0	100192	1300001	a95198c373af583c	77e745c37b0f/worker2/PPCC/jug/s1/j1/n1/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	2	1	0.0	0.0	100192	1300002	a5bd73a53f0ccb70	77e745c37b0f/worker2/PPCC/jug/s1/j1/n2/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	3	1	0.0	0.0	100192	1300003	805efe21f23137b3	77e745c37b0f/worker2/PPCC/jug/s1/j1/n3/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	5	1	0.0	0.0	100192	1300005	38c13fa9b4376328	77e745c37b0f/worker2/PPCC/jug/s1/j1/n5/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	6	1	0.0	0.0	100192	1300006	e12d6c08de30fcde	77e745c37b0f/worker2/PPCC/jug/s1/j1/n6/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	1	7	1	0.0	0.0	100192	1300007	69ca84dbe8b1fe37	77e745c37b0f/worker2/PPCC/jug/s1/j1/n7/base	12	28	7	3	0
PPCC/jug	PPCC_jug	worker2	1	2	0	2	0.0	0.0	100192	1300000	ceece777a8b41f48	77e745c37b0f/worker2/PPCC/jug/s1/j2/n0/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	1	2	0.0	0.0	100192	1300001	5b755613080798be	77e745c37b0f/worker2/PPCC/jug/s1/j2/n1/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	2	2	0.0	0.0	100192	1300002	4e093ff4f7d12efa	77e745c37b0f/worker2/PPCC/jug/s1/j2/n2/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	3	2	0.0	0.0	100192	1300003	2ae390042729e33f	77e745c37b0f/worker2/PPCC/jug/s1/j2/n3/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	4	2	0.0	0.0	100192	1300004	eb2761e9b0522bf8	77e745c37b0f/worker2/PPCC/jug/s1/j2/n4/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	5	2	0.0	0.0	100192	1300005	639b02985860a105	77e745c37b0f/worker2/PPCC/jug/s1/j2/n5/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	6	2	0.0	0.0	100192	1300006	acf74948076ae136	77e745c37b0f/worker2/PPCC/jug/s1/j2/n6/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	7	2	0.0	0.0	100192	1300007	96a97d2707a7c288	77e745c37b0f/worker2/PPCC/jug/s1/j2/n7/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	8	2	0.0	0.0	100192	1300008	ddeceffe1c54c47f	77e745c37b0f/worker2/PPCC/jug/s1/j2/n8/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	2	9	2	0.0	0.0	100192	1300009	d36fd57966c023a3	77e745c37b0f/worker2/PPCC/jug/s1/j2/n9/base	15	25	10	0	0
PPCC/jug	PPCC_jug	worker2	1	3	2	3	0.0	0.0	100192	1300002	1107fc56d1bd643e	77e745c37b0f/worker2/PPCC/jug/s1/j3/n2/base	10	30	5	5	0
PPCC/jug	PPCC_jug	worker2	1	3	3	3	0.0	0.0	100192	1300003	36c109df4f797366	77e745c37b0f/worker2/PPCC/jug/s1/j3/n3/base	10	30	5	5	0
PPCC/jug	PPCC_jug	worker2	1	3	6	3	0.0	0.0	100192	1300006	12358e6d190fe66e	77e745c37b0f/worker2/PPCC/jug/s1/j3/n6/base	10	30	5	5	0
PPCC/jug	PPCC_jug	worker2	1	3	7	3	0.0	0.0	100192	1300007	a1b7de12430fbb95	77e745c37b0f/worker2/PPCC/jug/s1/j3/n7/base	10	30	5	5	0
PPCC/jug	PPCC_jug	worker2	1	3	9	3	0.0	0.0	100192	1300009	73ce2742099eab1d	77e745c37b0f/worker2/PPCC/jug/s1/j3/n9/base	10	30	5	5	0
PPCC/jug	PPCC_jug	worker2	1	4	5	4	0.0	0.0	100192	1300005	83385f0e315245b9	77e745c37b0f/worker2/PPCC/jug/s1/j4/n5/base	9	31	4	6	0
PPCC/jug	PPCC_jug	worker2	1	4	7	4	0.0	0.0	100192	1300007	8ae6b02e209047fa	77e745c37b0f/worker2/PPCC/jug/s1/j4/n7/base	9	31	4	6	0
PPCC/jug	PPCC_jug	worker2	1	4	8	4	0.0	0.0	100192	1300008	8f0b27c1106d3f4b	77e745c37b0f/worker2/PPCC/jug/s1/j4/n8/base	9	31	4	6	0
PPCC/jug	PPCC_jug	worker2	1	4	9	4	0.0	0.0	100192	1300009	061331347ca5d72b	77e745c37b0f/worker2/PPCC/jug/s1/j4/n9/base	9	31	4	6	0
