rel	key	s	j	n	succ	no_failure	t_fail	frame	fps	frames_total	type	n_marks	marks	note	by	updated_at	sig
kanu/CoffeeSetupMug/s1/j2/n1/base	CoffeeSetupMug	1	2	1	0	0	6.25	125	20	360	place_fail	1	"[{""t"": 6.25, ""frame"": 125, ""type"": ""place_fail"", ""note"": """"}]"			2026-09-08T14:52:50.098Z	a26413de3b84e8a9
kanu/CoffeeSetupMug/s1/j2/n2/base	CoffeeSetupMug	1	2	2	0	0	5.85	117	20	360	place_fail	1	"[{""t"": 5.85, ""frame"": 117, ""type"": ""place_fail"", ""note"": """"}]"			2026-09-08T14:54:14.062Z	4e7f56a20d0605f2
kanu/CoffeeSetupMug/s1/j2/n3/base	CoffeeSetupMug	1	2	3	0	0	5.7	114	20	360	place_fail	1	"[{""t"": 5.7, ""frame"": 114, ""type"": ""place_fail"", ""note"": """"}]"			2026-09-08T14:56:04.906Z	580e44c2686acdac
kanu/CoffeeSetupMug/s1/j2/n4/base	CoffeeSetupMug	1	2	4	0	0	5.6	112	20	360	place_fail	1	"[{""t"": 5.6, ""frame"": 112, ""type"": ""place_fail"", ""note"": """"}]"			2026-09-08T14:57:30.642Z	a9cda172ce90f381
kanu/CoffeeSetupMug/s1/j2/n5/base	CoffeeSetupMug	1	2	5	0	0	5.45	109	20	360	place_fail	1	"[{""t"": 5.45, ""frame"": 109, ""type"": ""place_fail"", ""note"": """"}]"			2026-09-08T15:05:08.183Z	3ebe95039c999ae5
kanu/CoffeeSetupMug/s1/j2/n6/base	CoffeeSetupMug	1	2	6	0	0	5.35	107	20	360		1	"[{""t"": 5.35, ""frame"": 107, ""type"": null, ""note"": """"}]"			2026-09-08T15:05:23.285Z	7156728a9a8aba66
kanu/OpenDrawer/left/s0/j1/n0/base	OpenDrawer/left	0	1	0	0	0	2.25	45	20	360	grasp_miss	1	"[{""t"": 2.25, ""frame"": 45, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:35:47.270Z	33e89d31f4e6be51
kanu/OpenDrawer/left/s0/j1/n1/base	OpenDrawer/left	0	1	1	1	1			20	98		0	[]	그리퍼 닿고 좀 버벅임		2026-09-11T05:39:19.913Z	7d1958f1803706ba
kanu/OpenDrawer/left/s0/j1/n2/base	OpenDrawer/left	0	1	2	1	1			20	95		0	[]	그립퍼 닿고 좀 버벅임		2026-09-11T05:39:27.550Z	7a82953b0ee787ae
kanu/OpenDrawer/left/s0/j1/n3/base	OpenDrawer/left	0	1	3	1	1			20	93		0	[]	그립퍼 닿고 좀 버벅임		2026-09-11T05:39:39.467Z	369a5cfb42851e90
kanu/OpenDrawer/left/s1/j3/n0/base	OpenDrawer/left	1	3	0	0	0	2.9	58	20	360	grasp_miss	1	"[{""t"": 2.9, ""frame"": 58, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:04.645Z	759d1a90218011a9
kanu/OpenDrawer/left/s1/j3/n1/base	OpenDrawer/left	1	3	1	0	0	2.8	56	20	360	grasp_miss	1	"[{""t"": 2.8, ""frame"": 56, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:13.245Z	f21efdd4e5a83797
kanu/OpenDrawer/left/s1/j3/n2/base	OpenDrawer/left	1	3	2	0	0	2.75	55	20	360	grasp_miss	1	"[{""t"": 2.75, ""frame"": 55, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:21.208Z	9abaabcb6102f150
kanu/OpenDrawer/left/s1/j3/n3/base	OpenDrawer/left	1	3	3	0	0	2.75	55	20	360	grasp_miss	1	"[{""t"": 2.75, ""frame"": 55, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:30.595Z	487f03635dee7990
kanu/OpenDrawer/left/s1/j3/n4/base	OpenDrawer/left	1	3	4	0	0	2.6	52	20	360	grasp_miss	1	"[{""t"": 2.6, ""frame"": 52, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:43.121Z	822e278bd113adaf
kanu/OpenDrawer/left/s1/j3/n9/base	OpenDrawer/left	1	3	9	0	0	2.7	54	20	360	grasp_miss	1	"[{""t"": 2.7, ""frame"": 54, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:36:53.395Z	86f61eda255ef800
kanu/OpenDrawer/left/s2/j4/n7/base	OpenDrawer/left	2	4	7	0	0	2.3	46	20	360	grasp_miss	1	"[{""t"": 2.3, ""frame"": 46, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:37:03.158Z	0dbf1dbf7c256e1e
kanu/OpenDrawer/left/s2/j4/n9/base	OpenDrawer/left	2	4	9	0	0	2.5	50	20	360	grasp_miss	1	"[{""t"": 2.5, ""frame"": 50, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T06:37:12.383Z	8b40131a7c0daa06
kanu/OpenDrawer/right/s0/j4/n9/base	OpenDrawer/right	0	4	9	0	0	5.75	115	20	360	grasp_miss	1	"[{""t"": 5.75, ""frame"": 115, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:06:24.712Z	8e54b9519ef22223
kanu/OpenDrawer/right/s1/j4/n0/base	OpenDrawer/right	1	4	0	0	0	4.35	87	20	360	grasp_miss	1	"[{""t"": 4.35, ""frame"": 87, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:06:34.862Z	a7cf1b1e1ac021c7
kanu/OpenDrawer/right/s1/j4/n1/base	OpenDrawer/right	1	4	1	0	0	4.0	80	20	360	grasp_miss	1	"[{""t"": 4, ""frame"": 80, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:06:42.137Z	c2c462132830f14e
kanu/OpenDrawer/right/s1/j4/n3/base	OpenDrawer/right	1	4	3	0	0	3.7	74	20	360	grasp_miss	1	"[{""t"": 3.7, ""frame"": 74, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:06:49.012Z	048601b9b84c69a0
kanu/OpenDrawer/right/s1/j4/n5/base	OpenDrawer/right	1	4	5	0	0	4.0	80	20	360	grasp_miss	1	"[{""t"": 4, ""frame"": 80, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:07:00.624Z	9a3084f17bd9750f
kanu/OpenDrawer/right/s1/j4/n6/base	OpenDrawer/right	1	4	6	0	0	4.85	97	20	360	grasp_miss	1	"[{""t"": 4.85, ""frame"": 97, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:07:17.324Z	6967dbd13ce0df7f
kanu/OpenDrawer/right/s1/j4/n7/base	OpenDrawer/right	1	4	7	0	0	4.45	89	20	360	grasp_miss	1	"[{""t"": 4.45, ""frame"": 89, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:07:25.975Z	a42f1062977ca322
kanu/OpenDrawer/right/s1/j4/n8/base	OpenDrawer/right	1	4	8	0	0	4.5	90	20	360	grasp_miss	1	"[{""t"": 4.5, ""frame"": 90, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:07:34.213Z	1599949253b74e2a
kanu/OpenDrawer/right/s1/j4/n9/base	OpenDrawer/right	1	4	9	0	0	4.25	85	20	360	grasp_miss	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:07:41.512Z	8ece501ea54fdb1b
worker1/DishwasherRack/out-left/s0/j0/n0/base	DishwasherRack/out-left	0	0	0	0	0	4.1	82	20	360	other	1	"[{""t"": 4.1, ""frame"": 82, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함ㄴ		2026-09-09T02:25:57.845Z	9fccb0e7cce5c590
worker1/DishwasherRack/out-left/s0/j0/n1/base	DishwasherRack/out-left	0	0	1	0	1			20	360		0	[]	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:14.688Z	33cf85e75c81bcc8
worker1/DishwasherRack/out-left/s0/j0/n2/base	DishwasherRack/out-left	0	0	2	0	0	3.85	77	20	360	other	1	"[{""t"": 3.85, ""frame"": 77, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:20.797Z	56bd4e49c93b9445
worker1/DishwasherRack/out-left/s0/j0/n3/base	DishwasherRack/out-left	0	0	3	0	0	3.75	75	20	360	other	1	"[{""t"": 3.75, ""frame"": 75, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:23.639Z	680bfb6d66fa1ccd
worker1/DishwasherRack/out-left/s0/j0/n4/base	DishwasherRack/out-left	0	0	4	0	0	3.7	74	20	360	other	1	"[{""t"": 3.7, ""frame"": 74, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:31.987Z	370cfb325e089ecd
worker1/DishwasherRack/out-left/s0/j0/n5/base	DishwasherRack/out-left	0	0	5	0	0	3.6	72	20	360	other	1	"[{""t"": 3.6, ""frame"": 72, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:34.965Z	7c07643f9684622e
worker1/DishwasherRack/out-left/s0/j0/n6/base	DishwasherRack/out-left	0	0	6	0	0	3.55	71	20	360	other	1	"[{""t"": 3.55, ""frame"": 71, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:43.191Z	89d953d45ba778de
worker1/DishwasherRack/out-left/s0/j0/n7/base	DishwasherRack/out-left	0	0	7	0	0	3.35	67	20	360	other	1	"[{""t"": 3.35, ""frame"": 67, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:47.738Z	c0dde4683e852864
worker1/DishwasherRack/out-left/s0/j0/n8/base	DishwasherRack/out-left	0	0	8	0	0	3.2	64	20	360	other	1	"[{""t"": 3.2, ""frame"": 64, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:51.330Z	1e81a1f50e1849f9
worker1/DishwasherRack/out-left/s0/j0/n9/base	DishwasherRack/out-left	0	0	9	0	1			20	360		0	[]	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:26:56.196Z	63bd48ecb1084c36
worker1/DishwasherRack/out-left/s0/j1/n0/base	DishwasherRack/out-left	0	1	0	0	0	3.9	78	20	360		1	"[{""t"": 3.9, ""frame"": 78, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:25:42.949Z	80d4a14852097ec5
worker1/DishwasherRack/out-left/s0/j1/n1/base	DishwasherRack/out-left	0	1	1	0	1			20	360		0	[]	약간 다른 곳으로 접근하다 붕괴?		2026-09-09T02:27:34.500Z	a5b52175fcdd5bf3
worker1/DishwasherRack/out-left/s0/j1/n2/base	DishwasherRack/out-left	0	1	2	0	0	3.9	78	20	360		1	"[{""t"": 3.9, ""frame"": 78, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:27:50.025Z	ea24213356e8244f
worker1/DishwasherRack/out-left/s0/j1/n3/base	DishwasherRack/out-left	0	1	3	0	0	3.75	75	20	360		1	"[{""t"": 3.75, ""frame"": 75, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:30:48.035Z	763b68eb10dea5d0
worker1/DishwasherRack/out-left/s0/j1/n4/base	DishwasherRack/out-left	0	1	4	0	0	3.75	75	20	360		1	"[{""t"": 3.75, ""frame"": 75, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:30:55.085Z	cbcb5567ff6e22d7
worker1/DishwasherRack/out-left/s0/j1/n5/base	DishwasherRack/out-left	0	1	5	0	0	3.65	73	20	360		1	"[{""t"": 3.65, ""frame"": 73, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T02:31:06.883Z	b5e35b3c4a489466
worker1/DishwasherRack/out-left/s0/j1/n6/base	DishwasherRack/out-left	0	1	6	0	0	3.65	73	20	360	other	1	"[{""t"": 3.65, ""frame"": 73, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T03:54:07.507Z	f4eec68eb578b8f2
worker1/DishwasherRack/out-left/s0/j1/n7/base	DishwasherRack/out-left	0	1	7	0	0	3.4	68	20	360	other	1	"[{""t"": 3.4, ""frame"": 68, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T03:54:20.407Z	04b9d7e746dc4533
worker1/DishwasherRack/out-left/s0/j1/n8/base	DishwasherRack/out-left	0	1	8	0	0	3.3	66	20	360	other	1	"[{""t"": 3.3, ""frame"": 66, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:00:56.232Z	7ef75ddf464692be
worker1/DishwasherRack/out-left/s0/j1/n9/base	DishwasherRack/out-left	0	1	9	0	1			20	360		0	[]			2026-09-09T07:01:10.158Z	122908f1eb9461c1
worker1/DishwasherRack/out-left/s0/j2/n0/base	DishwasherRack/out-left	0	2	0	0	0	4.2	84	20	360		1	"[{""t"": 4.2, ""frame"": 84, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:01:26.933Z	9acc4680659b2f1a
worker1/DishwasherRack/out-left/s0/j2/n1/base	DishwasherRack/out-left	0	2	1	0	0	4.15	83	20	360	other	1	"[{""t"": 4.15, ""frame"": 83, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:01:52.783Z	bfe54724d5a8d338
worker1/DishwasherRack/out-left/s0/j2/n2/base	DishwasherRack/out-left	0	2	2	0	0	4.05	81	20	360	other	1	"[{""t"": 4.05, ""frame"": 81, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:26:15.876Z	3e38a58593a0f57a
worker1/DishwasherRack/out-left/s0/j2/n3/base	DishwasherRack/out-left	0	2	3	0	0	3.9	78	20	360	other	1	"[{""t"": 3.9, ""frame"": 78, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:26:28.839Z	456df87377d77328
worker1/DishwasherRack/out-left/s0/j2/n4/base	DishwasherRack/out-left	0	2	4	0	0	3.85	77	20	360	other	1	"[{""t"": 3.85, ""frame"": 77, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:26:45.614Z	7d1a598541ee70dc
worker1/DishwasherRack/out-left/s0/j2/n5/base	DishwasherRack/out-left	0	2	5	0	0	3.75	75	20	360	other	1	"[{""t"": 3.75, ""frame"": 75, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:27:04.215Z	92f07415fb04c78f
worker1/DishwasherRack/out-left/s0/j2/n6/base	DishwasherRack/out-left	0	2	6	0	0	3.8	76	20	360	other	1	"[{""t"": 3.8, ""frame"": 76, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:27:25.440Z	e695e328cae49709
worker1/DishwasherRack/out-left/s0/j2/n7/base	DishwasherRack/out-left	0	2	7	0	0	3.4	68	20	360	other	1	"[{""t"": 3.4, ""frame"": 68, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:27:39.428Z	edb05135e2bb5307
worker1/DishwasherRack/out-left/s0/j2/n8/base	DishwasherRack/out-left	0	2	8	0	0	3.65	73	20	360	other	1	"[{""t"": 3.65, ""frame"": 73, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:29:46.830Z	5f53404f7fbd459d
worker1/DishwasherRack/out-left/s0/j2/n9/base	DishwasherRack/out-left	0	2	9	0	0	4.8	96	20	360	other	1	"[{""t"": 4.8, ""frame"": 96, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T07:30:11.281Z	c3483eecc5f6809f
worker1/DishwasherRack/out-left/s0/j3/n0/base	DishwasherRack/out-left	0	3	0	0	0	4.3	86	20	360	other	1	"[{""t"": 4.3, ""frame"": 86, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:13:50.081Z	9f478a9defbac034
worker1/DishwasherRack/out-left/s0/j3/n1/base	DishwasherRack/out-left	0	3	1	0	0	4.2	84	20	360	other	1	"[{""t"": 4.2, ""frame"": 84, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:14:06.332Z	e370bbbf7854bae9
worker1/DishwasherRack/out-left/s0/j3/n2/base	DishwasherRack/out-left	0	3	2	0	0	4.4	88	20	360	other	1	"[{""t"": 4.4, ""frame"": 88, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:14:29.433Z	19c8d2ed5872f7f0
worker1/DishwasherRack/out-left/s0/j3/n3/base	DishwasherRack/out-left	0	3	3	0	0	4.25	85	20	360	other	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:15:06.933Z	ff2ad9dabfe0df0f
worker1/DishwasherRack/out-left/s0/j3/n4/base	DishwasherRack/out-left	0	3	4	0	0	4.4	88	20	360	other	1	"[{""t"": 4.4, ""frame"": 88, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:15:20.835Z	57cbe3f7aa90ad28
worker1/DishwasherRack/out-left/s0/j3/n5/base	DishwasherRack/out-left	0	3	5	0	0	4.3	86	20	360	other	1	"[{""t"": 4.3, ""frame"": 86, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-09T08:15:56.410Z	a7a0d42cfa18ac58
worker1/DishwasherRack/out-left/s0/j3/n6/base	DishwasherRack/out-left	0	3	6	0	0	4.4	88	20	360	other	1	"[{""t"": 4.4, ""frame"": 88, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T02:03:48.172Z	0927e9a517e6cdf1
worker1/DishwasherRack/out-left/s0/j3/n7/base	DishwasherRack/out-left	0	3	7	0	0	4.15	83	20	360	other	1	"[{""t"": 4.15, ""frame"": 83, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T02:04:00.572Z	e9b4128f2d73f75e
worker1/DishwasherRack/out-left/s0/j3/n8/base	DishwasherRack/out-left	0	3	8	0	0	3.95	79	20	360	other	1	"[{""t"": 3.95, ""frame"": 79, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T02:05:14.874Z	7a75536364f8cf49
worker1/DishwasherRack/out-left/s0/j3/n9/base	DishwasherRack/out-left	0	3	9	0	0	4.8	96	20	360	other	1	"[{""t"": 4.8, ""frame"": 96, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T02:05:31.013Z	2b2f3d07b857561b
worker1/DishwasherRack/out-left/s0/j4/n0/base	DishwasherRack/out-left	0	4	0	0	0	4.25	85	20	360	other	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함누		2026-09-10T03:58:05.120Z	a502a9ddb9c84cce
worker1/DishwasherRack/out-left/s0/j4/n1/base	DishwasherRack/out-left	0	4	1	0	0	4.45	89	20	360	other	1	"[{""t"": 4.45, ""frame"": 89, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T03:58:20.619Z	3e57dae56c42144e
worker1/DishwasherRack/out-left/s0/j4/n2/base	DishwasherRack/out-left	0	4	2	0	0	4.2	84	20	360	other	1	"[{""t"": 4.2, ""frame"": 84, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T03:58:36.269Z	aad41d782b6a6c51
worker1/DishwasherRack/out-left/s0/j4/n3/base	DishwasherRack/out-left	0	4	3	0	0	4.55	91	20	360	other	1	"[{""t"": 4.55, ""frame"": 91, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T03:58:50.382Z	ea1bd118f993cebc
worker1/DishwasherRack/out-left/s0/j4/n4/base	DishwasherRack/out-left	0	4	4	0	0	4.6	92	20	360	other	1	"[{""t"": 4.6, ""frame"": 92, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T03:59:33.996Z	2b40175c87b63eb7
worker1/DishwasherRack/out-left/s0/j4/n5/base	DishwasherRack/out-left	0	4	5	0	0	4.3	86	20	360		1	"[{""t"": 4.3, ""frame"": 86, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T03:59:52.834Z	6374c0d3726a2b30
worker1/DishwasherRack/out-left/s0/j4/n6/base	DishwasherRack/out-left	0	4	6	0	0	4.4	88	20	360		1	"[{""t"": 4.4, ""frame"": 88, ""type"": null, ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T04:00:09.672Z	3714f1ac18099bca
worker1/DishwasherRack/out-left/s0/j4/n7/base	DishwasherRack/out-left	0	4	7	0	0	4.25	85	20	360	other	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T05:30:04.411Z	f816e4b8f1a4580c
worker1/DishwasherRack/out-left/s0/j4/n8/base	DishwasherRack/out-left	0	4	8	0	0	4.9	98	20	360	other	1	"[{""t"": 4.9, ""frame"": 98, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T05:30:21.136Z	3f971411b1aa25a3
worker1/DishwasherRack/out-left/s0/j4/n9/base	DishwasherRack/out-left	0	4	9	0	0	4.85	97	20	360	other	1	"[{""t"": 4.85, ""frame"": 97, ""type"": ""other"", ""note"": """"}]"	랙안에 그리퍼가 안들어갔는데 뺴려는 시도를 함		2026-09-10T05:30:37.288Z	bdc46a1979362a78
worker1/DishwasherRack/out-left/s1/j0/n1/base	DishwasherRack/out-left	1	0	1	1	1			20	113		0	[]	살짝 밀어 넣고 성공		2026-09-11T05:40:23.788Z	23751041515c6e5a
worker1/DishwasherRack/out-left/s1/j0/n2/base	DishwasherRack/out-left	1	0	2	1	1			20	98		0	[]	살짝 밀어넣고 성공		2026-09-11T05:40:44.139Z	51d66cbd74501e79
worker1/DishwasherRack/out-left/s1/j1/n0/base	DishwasherRack/out-left	1	1	0	1	1			20	103		0	[]	살짝 밀어 넣고 성공		2026-09-11T05:41:42.140Z	30fddaea3d479d07
worker1/DishwasherRack/out-left/s1/j1/n1/base	DishwasherRack/out-left	1	1	1	1	1			20	175		0	[]	버벅이고 밀당하다 성공		2026-09-11T05:43:00.065Z	216aa0bb39b44eb9
worker1/DishwasherRack/out-left/s1/j1/n2/base	DishwasherRack/out-left	1	1	2	1	1			20	100		0	[]	살짝 밀고 성공		2026-09-11T05:43:13.789Z	5fe9a4e03ad981ca
worker1/DishwasherRack/out-left/s1/j1/n3/base	DishwasherRack/out-left	1	1	3	1	1			20	113		0	[]	약간 버벅 거리면서 성공		2026-09-11T06:03:01.078Z	9a93b58ded05f564
worker1/DishwasherRack/out-left/s1/j1/n9/base	DishwasherRack/out-left	1	1	9	1	1			20	95		0	[]	약간 밀고 성공		2026-09-11T06:04:33.052Z	7ca5aa3ad5dffeed
worker1/DishwasherRack/out-left/s1/j2/n0/base	DishwasherRack/out-left	1	2	0	0	0	3.75	75	20	360	collision_stuck	1	"[{""t"": 3.75, ""frame"": 75, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:31:08.360Z	4897a726dbe484ad
worker1/DishwasherRack/out-left/s1/j2/n1/base	DishwasherRack/out-left	1	2	1	1	1			20	123		0	[]	떨다가 성공		2026-09-11T06:04:52.911Z	725d974cbf28d234
worker1/DishwasherRack/out-left/s1/j2/n2/base	DishwasherRack/out-left	1	2	2	1	1			20	108		0	[]	밀고 성공ㅌ		2026-09-11T06:05:05.661Z	06424a676e3e67ea
worker1/DishwasherRack/out-left/s1/j2/n3/base	DishwasherRack/out-left	1	2	3	1	1			20	105		0	[]	약간 떨면서 성공		2026-09-11T06:05:20.077Z	8d77894f80070728
worker1/DishwasherRack/out-left/s1/j2/n4/base	DishwasherRack/out-left	1	2	4	1	1			20	105		0	[]	조금 떨다가 성공		2026-09-11T06:08:03.446Z	217220a784dfa84a
worker1/DishwasherRack/out-left/s1/j2/n6/base	DishwasherRack/out-left	1	2	6	0	0	4.15	83	20	360		1	"[{""t"": 4.15, ""frame"": 83, ""type"": null, ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:31:19.112Z	94d3c9b762af9d4a
worker1/DishwasherRack/out-left/s1/j2/n7/base	DishwasherRack/out-left	1	2	7	0	0	3.8	76	20	360	collision_stuck	1	"[{""t"": 3.8, ""frame"": 76, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:35:23.826Z	1398afbf8be802fe
worker1/DishwasherRack/out-left/s1/j2/n8/base	DishwasherRack/out-left	1	2	8	0	0	3.8	76	20	360		1	"[{""t"": 3.8, ""frame"": 76, ""type"": null, ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:38:27.304Z	3d1e53a51a64c66a
worker1/DishwasherRack/out-left/s1/j2/n9/base	DishwasherRack/out-left	1	2	9	0	0	3.9	78	20	360	collision_stuck	1	"[{""t"": 3.9, ""frame"": 78, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:38:43.141Z	14e3349d538501e7
worker1/DishwasherRack/out-left/s1/j3/n0/base	DishwasherRack/out-left	1	3	0	1	1			20	140		0	[]	밀고 떨다가 성공		2026-09-11T06:08:29.936Z	cfa05ac0a0b8c7f1
worker1/DishwasherRack/out-left/s1/j3/n1/base	DishwasherRack/out-left	1	3	1	0	0	3.65	73	20	360	collision_stuck	1	"[{""t"": 3.65, ""frame"": 73, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:39:27.541Z	054a4e621d5757cb
worker1/DishwasherRack/out-left/s1/j3/n2/base	DishwasherRack/out-left	1	3	2	1	1			20	170		0	[]	밀고 떨다가 성공		2026-09-11T06:08:46.638Z	183dce98a0f2d2d8
